"Violations","name","Best_Seed","ARI","AMI","NMI","Mean_Silhouette","Clusters","number_features","number_instances","Cardinality_BAT","Cardinality_REAL","Execution_Time"
0,"volcanoes-a3",294,-0.0994465009596737,0.0112305851358254,0.0240641282910054,-0.3293133945975,5,4,1521,"1369, 35, 29, 44, 44","1369, 35, 29, 44, 44",31.8810129165649
0,"volcanoes-a4",6223,-0.0721080701506344,0.00494420483153076,0.0179653437721893,-0.280998253804551,5,4,1515,"1365, 33, 29, 45, 43","1365, 33, 29, 45, 43",31.0155189037323
0,"volcanoes-e1",2973,-0.0736102635918322,0.00235936315967126,0.0177162265375454,-0.270120188102544,5,4,1183,"1083, 9, 21, 49, 21","1083, 9, 21, 49, 21",21.8374919891357
0,"volcanoes-e2",6156,-0.0476083497047803,-0.0028434242274228,0.0130611916583601,-0.236071940710551,5,4,1080,"984, 8, 19, 51, 18","984, 8, 19, 51, 18",18.6879751682281
0,"volcanoes-e3",3612,-0.06433944974107,0.000932255630902579,0.0153636509484145,-0.345289697046585,5,4,1277,"1170, 9, 21, 53, 24","1170, 9, 21, 53, 24",35.234710931778
0,"volcanoes-e4",1115,-0.0495829587698066,-0.00141167397977448,0.0131844884962835,-0.281865986955741,5,4,1252,"1144, 9, 22, 53, 24","1144, 9, 22, 53, 24",23.621787071228
0,"volcanoes-e5",6156,-0.0804760116651945,0.00430618019501126,0.0198887926091695,-0.34287772387817,5,4,1112,"1010, 9, 21, 52, 20","1010, 9, 21, 52, 20",19.7012059688568
0,"Engine1",8349,0.420879255858171,0.289907782717396,0.295015943944253,0.148861162041266,3,6,383,"257, 125, 1","257, 125, 1",3.62669897079468
0,"LED-display-domain-7digit",9401,0.392061152564801,0.491857465652688,0.510785050190458,0.249052104789897,10,8,500,"45, 37, 51, 57, 52, 52, 47, 57, 53, 49","45, 37, 51, 57, 52, 52, 47, 57, 53, 49",5.55081105232239
0,"wine-quality-white",572,0.0151172920691599,0.0140579562937292,0.0166487753432265,-0.127337446500785,7,12,4898,"20, 163, 1457, 2198, 880, 175, 5","20, 163, 1457, 2198, 880, 175, 5",394.551795005798
0,"thyroid-new",7262,0.542043182059569,0.41557917729148,0.422503071790856,0.423161557156767,3,6,215,"150, 35, 30","150, 35, 30",2.02085113525391
0,"wine-quality-red",2705,0.00144478566226676,0.0350383033488724,0.041199770411721,0.075485476739437,6,12,1599,"10, 53, 681, 638, 199, 18","10, 53, 681, 638, 199, 18",48.2965159416199
0,"Titanic",8349,0.218085351750874,0.127447500354745,0.127762866055314,0.529226770525037,2,4,2201,"1490, 711","1490, 711",39.3009088039398
0,"wilt",8349,0.221771150271827,0.0774761355766542,0.0779359544003104,0.395901383040948,2,6,4839,"4578, 261","4578, 261",290.583091974258
0,"Touch2",8349,0.210418705330279,0.325542827318346,0.35834416384028,0.122354280699734,8,11,265,"30, 27, 28, 44, 28, 47, 32, 29","30, 27, 28, 44, 28, 47, 32, 29",2.58431506156921
0,"wilt_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True",430,0.00140069497028296,-0.00122810169728679,6.37974305136213e-06,0.0810430827215484,2,6,2000,"1892, 108","1892, 108",46.6366829872131
0,"wine-quality-white_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True",7943,0.00813400738191764,0.0140236746608743,0.0200217193260168,-0.246786914757438,7,12,2000,"8, 67, 595, 898, 359, 71, 2","8, 67, 595, 898, 359, 71, 2",70.1439199447632
0,"jungle_chess_2pcs_raw_endgame_complete_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True",430,0.00206110156453569,0.00113639487479828,0.00220846745543586,0.11844819572141,3,7,2000,"1029, 777, 194","1029, 777, 194",45.4762780666351
0,"algerian_forest_fires",8349,0.0142393345746059,0.0146069298738233,0.0175861717418495,0.224760086311053,2,14,243,"137, 106","137, 106",1.80240988731384
0,"total_score",6156,0.0239481248706008,-0.000566551863688683,0.00540088200118085,0.207436683331593,4,8,719,"174, 44, 84, 417","174, 44, 84, 417",9.6089301109314
