"cluster","sil_width"
4,0.28072092447642
4,0.849837789023632
4,0.849901347963936
4,0.850177439578292
4,0.849592869228852
4,0.845438208705288
4,0.85002237289924
4,0.84566218019132
4,0.835230701697934
4,0.795354148848819
4,0.843744713637437
4,0.647147228846508
4,0.789095580276893
4,0.849924404831813
4,0.843912441332968
4,0.845459866469261
4,0.83354289273309
4,0.838647671744865
2,0.620593467455479
4,0.839627131404082
4,0.836335061939458
4,0.85017295821392
2,0.332035335520369
4,0.837626185248243
4,0.847796030049553
4,0.835203105719271
4,0.709351116227202
4,0.762715798358985
4,0.845209633516259
4,0.843573699571506
4,0.850117937539271
4,0.819066627246034
4,0.830884866685979
4,0.820471453561867
4,0.616170251882773
4,0.839738297494956
4,0.708746983204404
4,0.83931476996366
4,0.848922624018439
4,0.849953219132683
4,0.850042916686345
4,0.84968613931075
4,0.833300082506457
4,0.838922859814201
4,0.832305915580535
4,0.843456007232831
2,0.0595369039030273
4,0.161193643792237
2,0.600678921066992
4,0.541981559725886
4,0.850079717281605
4,0.849840267176313
3,-0.0925483884678894
4,0.830551347258863
4,0.8313819544413
4,0.83987615913104
4,0.83781583203121
1,-0.0407796523697309
4,0.848723167241326
4,0.84902668842919
4,0.850182597322348
4,0.840431067747144
4,0.355616885474256
4,0.609035090104256
4,0.362353211032672
4,0.849255114063179
4,0.410897734793384
4,0.833877392039398
4,0.630736755340424
4,0.849697338634282
4,0.849332247546489
4,0.842118946229412
4,0.848157286566178
4,0.849620674925371
4,0.841283170340867
4,0.833777061118787
4,0.839493195121643
4,0.850009999695072
4,0.834038901604405
4,0.832914878999158
4,0.77260222226567
2,0.475772117672065
4,0.836800209587849
4,0.849994946495983
4,0.84995337873458
2,0.0794548856546184
4,0.828474097340029
4,0.572240467471107
4,0.831546032225496
4,0.504843207906331
4,0.803750874792153
4,0.718786438137818
4,0.840071567204652
4,0.833459097221545
4,0.835507393395816
1,-0.0331313171459903
4,0.758235802318607
4,0.588093881954457
4,0.637685306448068
4,0.845268856778137
4,0.806155996354733
4,0.75251793687048
4,0.532644357836879
4,0.847376908187841
4,0.848269503589035
4,0.847946415980995
3,-0.325157759491768
4,0.846971988072061
4,0.838290135245517
4,0.81855574878185
4,0.838759673727314
4,0.577086621583749
4,0.793793803387138
4,0.832889083286235
4,0.30455900568693
4,0.842861585964659
4,0.618597124794791
4,0.840589652105572
4,0.831929162262119
4,0.848675827234305
4,0.841243174363115
4,0.815479978361058
4,0.845143424251749
2,0.619893642583307
4,0.841359092193331
2,0.478959211774274
4,0.837505598187735
4,0.840398086929086
4,0.835730513989655
4,0.801118887093262
4,0.847881450225238
4,0.838598875342239
4,0.830376089744966
4,0.848022441815554
4,0.754275741258731
4,0.84751124983612
4,0.835522190170421
4,0.843019747904338
4,0.848673974021397
4,0.845017352637478
4,0.833208308917531
4,0.849142838803412
4,0.835802379297604
4,0.83167578659346
2,0.44074482681054
4,0.845420220638521
4,0.838642406413342
4,0.837173568326148
4,0.786032744092419
4,0.573292761652346
4,0.764746922671745
4,0.831562320957649
4,0.819880929730958
4,0.845679668999054
2,0.608048798739092
4,0.850023606975667
4,0.839908154378016
4,0.629195481419618
4,0.812112531801766
4,0.840820471347299
4,0.834356733067785
4,0.835559467484805
4,0.850191404441052
4,0.846860374436553
4,0.849297431233325
4,0.842598692856165
4,0.845819030403025
4,0.834353314596384
4,0.406073244010331
4,0.818219913494353
4,0.532800931004353
4,0.848234980494275
4,0.712804901195187
4,0.827869627682741
4,0.83632262168
4,0.85020001368662
4,0.734097434567761
4,0.831749722819342
4,0.572237243894033
4,0.644649350592078
4,0.83912114744419
4,0.8151672091362
2,0.555723978762787
4,0.849607448254101
2,0.547130240841555
2,0.54010481263954
2,0.575790482921922
4,0.560628394899086
4,0.850167665486236
4,0.849954743604312
4,0.84008491510107
4,0.833243881781912
4,0.84666693109673
4,0.831586219928608
4,0.835562353374263
2,0.620560221252285
4,0.217144848111991
4,0.837221756120741
4,0.848823346680453
4,0.850199372335012
4,0.832568026701515
4,0.848169425493073
4,0.848361355887421
4,0.834846259335648
4,0.849991879391435
4,0.845028990760281
4,0.850205465956591
4,0.849232415242718
4,0.832082661027293
4,0.849908130514482
4,0.841842324047727
4,0.808799652726025
4,0.849717783098174
4,0.403517384652731
4,0.828258117105432
4,0.849630031681654
4,0.811767685115708
4,0.835789246856961
4,0.844204492601321
4,0.833860303246327
4,0.794077270430926
4,0.79643089638118
4,0.850164192206318
4,0.846167239827302
4,0.843737821259404
4,0.83184628454094
4,0.849232407725159
2,0.514130010390141
4,0.835465180841091
4,0.850204436679558
4,0.838027508694905
4,0.832647168499772
4,0.842302620294711
4,0.830613849496839
4,0.40324098702155
4,0.702988195167316
4,0.830500706035235
4,0.833565541896439
4,0.833616813890549
4,0.503218681361703
4,0.8367497115908
4,0.831608349871099
4,0.657754663320876
4,0.847497516396992
4,0.792304056245006
4,0.845432846395263
4,0.844667219488782
4,0.82729059702977
4,0.840811957995119
4,0.818141092148338
4,0.847219244492506
4,0.840453462966776
4,0.726732780908482
4,0.833784993500218
4,0.848205867391489
4,0.836746834196476
4,0.833421480747918
2,0.615828065991293
4,0.83793927833631
4,0.844854206826097
4,0.850010259012145
2,0.421815130206204
4,0.824239226887513
4,0.843742769209068
4,0.842077268245579
4,0.846845753783022
4,0.74780750819973
4,0.236605570846019
4,0.837489232954325
4,0.807290548255529
4,0.848366416309019
4,0.816394930175837
4,0.849207827664926
4,0.841936716057471
4,0.830591212407379
4,0.768822072666628
4,0.839693138152365
2,0.499833033970982
4,0.79711331877255
4,0.847919697959358
4,0.843352422512548
4,0.850054360582194
4,0.820876827603442
4,0.831445500094783
4,0.84761609092304
2,0.146107226122838
4,0.848631765005774
4,0.820950834333159
3,-0.319036339996197
4,0.831353768335918
4,0.833818656908152
4,0.838144819779415
4,0.84243677730257
4,0.847322413936685
4,0.823521697021448
4,0.834844358501643
4,0.849742288035026
4,0.849471537052008
4,0.840208279378767
4,0.718693274600216
2,0.598632767228427
4,0.844009178973588
4,0.606494633322101
4,0.81408496247772
4,0.85019101430291
4,0.701962001813765
3,-0.222467247136805
4,0.816688769006381
4,0.84762204298956
4,0.631796930596011
4,0.317992889460626
4,0.793067091616038
4,0.849326659536673
4,0.848108986427316
4,0.850140381511733
4,0.841966560435588
4,0.8478484879553
4,0.842873279562918
4,0.790207279373999
4,0.828091300248215
4,0.720343194834921
4,0.831685253046306
4,0.849092913141636
4,0.835158567655336
4,0.815330618153273
4,0.849802356451936
4,0.842435620975464
4,0.518249266368892
4,0.838702521776928
4,0.744454440151479
4,0.843841371226398
4,0.84662555922992
4,0.812010417139267
4,0.440456610427411
4,0.779034842414336
4,0.83254060175375
